,location,country_code,latitude,longitude,confirmed,dead,recovered,velocity_confirmed,velocity_dead,velocity_recovered,updated
6114,Mirante,br,-14.202594,-40.7564002,3,1.0,,0,0,0,2020-06-13 00:20:13.518745+00:00
6115,"Grayson County, Texas",us,33.7062406,-96.663812,5604,139.0,0.0,88,1,0,2020-12-17 17:48:16.112082+00:00
6116,Padre Paraíso,br,-17.0743808,-41.4864647,35,0.0,,13,0,0,2020-06-13 00:20:17.928246+00:00
6117,São Bento do Sapucaí,br,-22.6874246,-45.7319876,5,0.0,,1,0,0,2020-06-13 00:20:31.739979+00:00
6118,"Adair County, Missouri",us,40.1993655,-92.539603,1535,4.0,,20,0,0,2020-12-17 17:45:41.346197+00:00
6119,Campo Maior,br,-4.8220831,-42.1644994,266,6.0,,0,0,0,2020-06-13 00:19:49.092537+00:00
6120,"Montgomery County, Kansas",us,37.240253,-95.81428849999999,1671,6.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6121,"Haskell County, Oklahoma",us,35.2393825,-95.1015225,734,7.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
6122,"Henry County, Missouri",us,38.3386592,-93.8248241,1289,18.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6123,"Polk County, Iowa",us,41.6278423,-93.5003454,38518,385.0,,264,5,0,2020-12-17 17:45:41.346197+00:00
6124,"Tama County, Iowa",us,42.1936007,-92.4654688,1663,55.0,,14,0,0,2020-12-17 17:45:41.346197+00:00
6125,Feira Nova do Maranhão,br,-6.9639134,-46.679882,12,1.0,,0,0,0,2020-06-13 00:19:58.002550+00:00
6126,"Wyoming County, New York",us,42.8264498,-78.0897329,974,13.0,,35,0,0,2020-12-17 17:45:41.346197+00:00
6127,"Meade County, Kansas",us,37.2698449,-100.3497895,361,4.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6128,"Foster County, North Dakota",us,47.4991972,-98.874618,528,19.0,,3,0,0,2020-12-17 17:45:41.346197+00:00
6129,"Cleveland County, Oklahoma",us,35.254964,-97.35165579999999,16260,141.0,,276,0,0,2020-12-17 17:45:41.346197+00:00
6130,Itapebi,br,-15.9692844,-39.53211100000001,9,0.0,,1,0,0,2020-06-13 00:20:04.312174+00:00
6131,Pouso Novo,br,-29.1704779,-52.2089265,3,0.0,,0,0,0,2020-06-13 00:20:23.273706+00:00
6132,"Roger Mills County, Oklahoma",us,35.616176,-99.634135,235,6.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
6133,Barra de Santo Antônio,br,-9.372019,-35.5548422,48,4.0,,1,0,0,2020-06-13 00:19:44.331802+00:00
6134,Castilla–La Mancha,es,39.2795607,-3.097702,16648,2898.0,6392.0,0,0,0,2020-05-22 14:18:25.542712+00:00
6135,Registro,br,-24.5083421,-47.8493997,213,7.0,,1,0,0,2020-06-13 00:20:25.290032+00:00
6136,Miracema do Tocantins,br,-9.5659692,-48.393409,35,0.0,,0,0,0,2020-06-13 00:20:13.356663+00:00
6137,"Elk County, Pennsylvania",us,41.4284924,-78.5660852,967,13.0,,29,0,0,2020-12-17 17:45:41.346197+00:00
6138,Crisólita,br,-17.238629,-40.9130546,6,0.0,,1,0,0,2020-06-13 00:19:54.423106+00:00
6139,Seara,br,-27.1530152,-52.3104047,183,0.0,,3,0,0,2020-06-13 00:20:29.728315+00:00
6140,Sítio Novo do Tocantins,br,-5.8738848,-47.960613,91,4.0,,0,0,0,2020-06-13 00:20:35.451444+00:00
6141,Santa Terezinha de Itaipu,br,-25.4452238,-54.40133429999999,30,0.0,,0,0,0,2020-06-13 00:20:28.527543+00:00
6142,Derby,gb,52.9225301,-1.4746186,545,,,0,0,0,2020-05-14 15:01:09+00:00
6143,"Charleston County, South Carolina",us,32.7956561,-79.7848422,22157,309.0,0.0,148,1,0,2020-12-17 17:48:16.112082+00:00
6144,"Early County, Georgia",us,31.3901106,-84.8984775,750,40.0,,4,1,0,2020-12-17 17:45:41.346197+00:00
6145,"Musselshell County, Montana",us,46.4218783,-108.4064758,260,7.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
6146,Vlieland,nl,53.25018439999999,4.9514271,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6147,São Francisco de Itabapoana,br,-21.4712119,-41.1097235,88,7.0,,0,0,0,2020-06-13 00:20:32.229990+00:00
6148,Cananéia,br,-25.012621,-47.9338687,20,2.0,,0,0,0,2020-06-13 00:19:49.318463+00:00
6149,Conceição da Feira,br,-12.5082797,-38.9981789,31,0.0,,2,0,0,2020-06-13 00:19:52.674687+00:00
6150,Porto Acre,br,-9.5938632,-67.5415585,140,6.0,,0,0,0,2020-06-13 00:20:22.680324+00:00
6151,Vlissingen,nl,51.4536672,3.5709125,1,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6152,"Custer County, Nebraska",us,41.3491322,-99.72326729999999,589,14.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
6153,"Putnam County, New York",us,41.4351069,-73.7948516,3975,66.0,,56,0,0,2020-12-17 17:45:41.346197+00:00
6154,Gloucestershire,gb,51.8642112,-2.2380335,1334,,,0,0,0,2020-05-14 15:01:09+00:00
6155,"Cotton County, Oklahoma",us,34.309094,-98.3964938,359,7.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
6156,"DeKalb County, Tennessee",us,35.9728357,-85.80766,1766,26.0,0.0,48,0,0,2020-12-17 17:48:16.112082+00:00
6157,Saône-et-Loire,fr,46.5827512,4.486670999999999,3167,586.0,2126.0,0,0,0,2020-12-18 17:53:12.012024+00:00
6158,Gateshead,gb,54.95268,-1.603411,977,,,0,0,0,2020-05-14 15:01:09+00:00
6159,São Pedro do Turvo,br,-22.7457653,-49.7432984,2,0.0,,0,0,0,2020-06-13 00:20:34.902159+00:00
6160,Buíque,br,-8.6210924,-37.1572494,33,1.0,,1,0,0,2020-06-13 00:19:47.342739+00:00
6161,Alcinópolis,br,-18.184224,-53.8237385,1,0.0,,0,0,0,2020-06-13 00:19:40.624181+00:00
6162,Guaraciama,br,-17.0146386,-43.6679289,2,0.0,,0,0,0,2020-06-13 00:20:00.511937+00:00
6163,Tanque d'Arca,br,-9.5602245,-36.4147889,26,1.0,,4,0,0,2020-06-13 00:20:35.831223+00:00
6164,Maule,cl,-35.5183364,-71.6884912,2560,19.0,,0,0,0,2020-06-13 00:20:42.276908+00:00
6165,Enfield,gb,51.6522994,-0.0807119,858,,,0,0,0,2020-05-14 15:01:09+00:00
6166,Zwartewaterland,nl,52.6015125,6.059625100000001,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6167,"Fisher County, Texas",us,32.7398733,-100.3497895,206,7.0,0.0,2,1,0,2020-12-17 17:48:16.112082+00:00
6168,"Haskell County, Texas",us,33.1403423,-99.8124935,275,6.0,0.0,33,1,0,2020-12-17 17:48:16.112082+00:00
6169,Essex,gb,51.57424469999999,0.4856781,3006,,,0,0,0,2020-05-14 15:01:09+00:00
6170,Miracatu,br,-24.2859519,-47.45844880000001,53,5.0,,0,0,0,2020-06-13 00:20:13.344135+00:00
6171,"Llano County, Texas",us,30.692528,-98.7481167,504,6.0,0.0,21,0,0,2020-12-17 17:48:16.112082+00:00
6172,"Victoria County, Texas",us,28.7712909,-97.0068393,5477,111.0,0.0,46,1,0,2020-12-17 17:48:16.112082+00:00
6173,"Fairfax City County, Virginia",us,38.84622359999999,-77.30637329999999,253,10.0,0.0,3,0,0,2020-12-17 17:48:16.112082+00:00
6174,"Unassigned County, Georgia",us,32.1656221,-82.9000751,3195,3.0,0.0,22,0,0,2020-12-17 17:48:16.112082+00:00
6175,Orne,fr,48.6388567,0.0848201,954,149.0,612.0,0,0,0,2020-12-18 17:53:12.007272+00:00
6176,Sankt Wendel,de,49.4677707,7.169062499999999,1421,37.0,,0,0,0,2020-12-17 00:00:00+00:00
6177,Krasnodar Krai,ru,45.6415289,39.7055977,25107,750.0,16987.0,0,0,0,2020-12-18 17:54:55.077257+00:00
6178,Vught,nl,51.65150569999999,5.2867877,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6179,Tapurah,br,-12.7432315,-56.51186819999999,39,0.0,,0,0,0,2020-06-13 00:20:35.961969+00:00
6180,Alegrete,br,-29.7445673,-55.9358581,16,1.0,,0,0,0,2020-06-13 00:19:40.708554+00:00
6181,São Miguel do Guamá,br,-1.6142426,-47.481566,627,21.0,,0,0,0,2020-06-13 00:20:34.635363+00:00
6182,Wierden,nl,52.3582599,6.593872999999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6183,Santa Cruz Cabrália,br,-16.2835098,-39.0377358,59,0.0,,4,0,0,2020-06-13 00:20:27.431563+00:00
6184,Dom Joaquim,br,-18.9671912,-43.254754,2,0.0,,0,0,0,2020-06-13 00:19:56.588748+00:00
6185,São Paulo de Olivença,br,-3.454282,-68.800056,515,15.0,,0,0,0,2020-06-13 00:20:34.757678+00:00
6186,"West Carroll County, Louisiana",us,32.7545792,-91.4821482,800,27.0,,14,2,0,2020-12-17 17:45:41.346197+00:00
6187,Américo Brasiliense,br,-21.7330698,-48.1107143,69,2.0,,4,0,0,2020-06-13 00:19:41.641395+00:00
6188,São Manoel do Paraná,br,-23.3946102,-52.64587,5,0.0,,0,0,0,2020-06-13 00:20:34.402614+00:00
6189,"Grand Traverse County, Michigan",us,44.687984,-85.52002399999999,2720,37.0,,31,0,0,2020-12-17 17:45:41.346197+00:00
6190,"Winn County, Louisiana",us,31.91961239999999,-92.6586401,1152,27.0,,2,0,0,2020-12-17 17:45:41.346197+00:00
6191,Ibatiba,br,-20.2351644,-41.5090668,29,2.0,,0,0,0,2020-06-13 00:20:01.329592+00:00
6192,Guiricema,br,-21.0083938,-42.7186027,1,0.0,,0,0,0,2020-06-13 00:20:00.950665+00:00
6193,Woerden,nl,52.0798287,4.8627239,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6194,Itaitinga,br,-3.9715688,-38.5276456,382,22.0,,4,0,0,2020-06-13 00:20:03.921804+00:00
6195,"Chester County, Pennsylvania",us,40.0010204,-75.8069082,16929,452.0,,233,8,0,2020-12-17 17:45:41.346197+00:00
6196,"Lancaster County, Pennsylvania",us,40.0466571,-76.17837390000001,23464,639.0,,439,11,0,2020-12-17 17:45:41.346197+00:00
6197,Anajás,br,-0.9852964999999999,-49.9353912,190,7.0,,0,0,0,2020-06-13 00:19:41.706916+00:00
6198,Iguaracy,br,-7.8369275,-37.5138908,12,1.0,,1,0,0,2020-06-13 00:20:02.106919+00:00
6199,Itá,br,-23.2108714,-45.8753055,34,0.0,,0,0,0,2020-06-13 00:20:05.480885+00:00
6200,São Luís,br,-2.5299669,-44.2567292,11700,608.0,,103,9,0,2020-06-13 00:20:34.378331+00:00
6201,East Sussex,gb,50.9085955,0.2494166,652,,,0,0,0,2020-05-14 15:01:09+00:00
6202,Zoetermeer,nl,52.060669,4.494025,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6203,São João dos Patos,br,-6.493936,-43.7040176,70,2.0,,0,1,0,2020-06-13 00:20:34.137034+00:00
6204,São João da Boa Vista,br,-21.9707138,-46.7953572,70,5.0,,1,0,0,2020-06-13 00:20:33.586884+00:00
6205,São João da Urtiga,br,-27.8160186,-51.830671,1,0.0,,0,0,0,2020-06-13 00:20:33.684385+00:00
6206,West Betuwe,nl,51.8423309,5.2214444,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6207,Hofuf,sa,25.380026,49.5887652,533,3.0,23.0,0,0,0,2020-07-01 06:48:18.237381+00:00
6208,Araucanía,cl,-38.948921,-72.331113,2535,34.0,,0,0,0,2020-06-13 00:20:42.276908+00:00
6209,Itaituba,br,-4.2670701,-55.99311729999999,1006,12.0,,0,0,0,2020-06-13 00:20:03.933373+00:00
6210,Iraí de Minas,br,-18.985195,-47.4647229,9,0.0,,0,0,0,2020-06-13 00:20:03.379167+00:00
6211,Hammersmith and Fulham,gb,51.4990156,-0.22915,641,,,0,0,0,2020-05-14 15:01:09+00:00
6212,"Aroostook County, Maine",us,46.819941,-68.4766064,358,3.0,,25,1,0,2020-12-17 17:45:41.346197+00:00
6213,Santa Rosa do Tocantins,br,-11.4478172,-48.1220565,1,0.0,,0,0,0,2020-06-13 00:20:28.417356+00:00
6214,Ananás,br,-6.27541,-48.1597946,16,0.0,,0,0,0,2020-06-13 00:19:41.750775+00:00
6215,Tailândia,br,-2.9381642,-48.9510857,533,8.0,,0,0,0,2020-06-13 00:20:35.649717+00:00
6216,Lagoa do Ouro,br,-9.1467724,-36.4580775,5,0.0,,0,0,0,2020-06-13 00:20:08.890270+00:00
6217,Paranatama,br,-8.9212095,-36.6576635,4,1.0,,0,0,0,2020-06-13 00:20:18.620693+00:00
6218,"Lee County, Alabama",us,32.5888702,-85.39627689999999,9055,73.0,,89,0,0,2020-12-17 17:45:41.346197+00:00
6219,São Tomás de Aquino,br,-20.798654,-47.0972424,2,1.0,,0,0,0,2020-06-13 00:20:35.292147+00:00
6220,Taquaritinga,br,-21.4011273,-48.5087682,26,0.0,,2,0,0,2020-06-13 00:20:36.023798+00:00
6221,Manoel Urbano,br,-9.0386907,-69.57379120000002,32,0.0,,0,0,0,2020-06-13 00:20:11.268529+00:00
6222,Morro Grande,br,-28.8010724,-49.7218557,2,0.0,,0,0,0,2020-06-13 00:20:14.559762+00:00
6223,Hampshire,gb,51.05769480000001,-1.3080629,3098,,,0,0,0,2020-05-14 15:01:09+00:00
6224,Kalmykia,ru,46.18671759999999,45.0,13337,177.0,11040.0,0,0,0,2020-12-18 17:54:55.077257+00:00
6225,Paraguaçu,br,-21.5679739,-45.7142063,4,0.0,,0,0,0,2020-06-13 00:20:18.463386+00:00
6226,Harrow,gb,51.580559,-0.341995,1006,,,0,0,0,2020-05-14 15:01:09+00:00
6227,Machacalis,br,-17.0776562,-40.7181846,1,0.0,,0,0,0,2020-06-13 00:20:10.625489+00:00
6228,Santa Filomena do Maranhão,br,-5.4970956,-44.5641583,7,0.0,,0,0,0,2020-06-13 00:20:27.634522+00:00
6229,"Washington County, Virginia",us,36.7678354,-81.9534815,2463,37.0,0.0,55,0,0,2020-12-17 17:48:16.112082+00:00
6230,Itatiaiuçu,br,-20.1987385,-44.4214989,32,1.0,,0,0,0,2020-06-13 00:20:04.932245+00:00
6231,"Shawnee County, Kansas",us,39.0928449,-95.81428849999999,10214,187.0,,88,4,0,2020-12-17 17:45:41.346197+00:00
6232,"Allendale County, South Carolina",us,33.0059695,-81.38393260000001,476,9.0,0.0,2,0,0,2020-12-17 17:48:16.112082+00:00
6233,Juquiá,br,-24.3185218,-47.6351689,18,0.0,,1,0,0,2020-06-13 00:20:08.009407+00:00
6234,Senador La Rocque,br,-5.4464722,-47.2963543,101,2.0,,3,1,0,2020-06-13 00:20:29.975293+00:00
6235,"Buckingham County, Virginia",us,37.50700800000001,-78.5660852,1188,10.0,0.0,1,0,0,2020-12-17 17:48:16.112082+00:00
6236,Marcelino Vieira,br,-6.284994699999999,-38.1645043,1,0.0,,0,0,0,2020-06-13 00:20:11.764646+00:00
6237,Mondaí,br,-27.1019098,-53.3990865,10,0.0,,0,0,0,2020-06-13 00:20:13.826265+00:00
6238,Taboleiro Grande,br,-5.919876899999999,-38.037034,6,1.0,,0,0,0,2020-06-13 00:20:35.552152+00:00
6239,Iturama,br,-19.7268901,-50.1938402,2,0.0,,0,0,0,2020-06-13 00:20:05.453415+00:00
6240,São Sebastião do Alto,br,-21.9540434,-42.13133149999999,11,0.0,,0,0,0,2020-06-13 00:20:35.126091+00:00
6241,Hackney,gb,51.573445,-0.07243759999999999,626,,,0,0,0,2020-05-14 15:01:09+00:00
6242,Halton,gb,53.3612697,-2.7334763,353,,,0,0,0,2020-05-14 15:01:09+00:00
6243,Tochigi,jp,36.6714739,139.8547266,66,0.0,63.0,0,0,1,2020-06-13 00:21:00.696874+00:00
6244,Mato Castelhano,br,-28.2789257,-52.1941046,3,1.0,,0,0,0,2020-06-13 00:20:12.634284+00:00
6245,"Pulaski County, Missouri",us,37.8727481,-92.2236667,2202,26.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6246,"Woods County, Oklahoma",us,36.7181862,-98.7481167,733,3.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
6247,"Cannon County, Tennessee",us,35.8070317,-86.05296039999999,1168,7.0,0.0,28,2,0,2020-12-17 17:48:16.112082+00:00
6248,Marizópolis,br,-6.8440694,-38.3479815,4,1.0,,0,0,0,2020-06-13 00:20:12.180375+00:00
6249,Bayeux,br,-7.131552900000001,-34.9322771,538,39.0,,13,1,0,2020-06-13 00:19:44.875288+00:00
6250,"Yellowstone County, Montana",us,45.78565769999999,-108.4343805,12979,147.0,,103,1,0,2020-12-17 17:45:41.346197+00:00
6251,Almere,nl,52.3507849,5.2647016,1,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6252,"Stanly County, North Carolina",us,35.30145540000001,-80.23213129999999,3689,78.0,,54,0,0,2020-12-17 17:45:41.346197+00:00
6253,Haringey,gb,51.5906113,-0.1109709,573,,,0,0,0,2020-05-14 15:01:09+00:00
6254,Tower Hamlets,gb,51.52026069999999,-0.0293396,619,,,0,0,0,2020-05-14 15:01:09+00:00
6255,Aa en Hunze,nl,53.0104848,6.749528499999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6256,Apeldoorn,nl,52.21115700000001,5.9699231,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6257,Rumah,sa,25.5637065,47.1605839,119,0.0,52.0,0,0,0,2020-07-01 06:48:19.707565+00:00
6258,"Unassigned County, Louisiana",us,30.9842977,-91.96233269999999,388,0.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
6259,Gütersloh,de,51.9032375,8.385753500000002,9111,85.0,,0,0,0,2020-12-17 00:00:00+00:00
6260,Cacoal,br,-11.4346669,-61.4566622,125,2.0,,0,0,0,2020-06-13 00:19:48.038245+00:00
6261,"Tipton County, Indiana",us,40.2825661,-86.05296039999999,906,32.0,,17,0,0,2020-12-17 17:45:41.346197+00:00
6262,Wanning,cn,18.795143,110.391073,13,0.0,13.0,0,0,0,2020-12-18 17:54:48.508171+00:00
6263,"Ripley County, Indiana",us,39.0986811,-85.2308414,2134,34.0,,42,1,0,2020-12-17 17:45:41.346197+00:00
6264,"Saluda County, South Carolina",us,34.008713,-81.73494199999999,893,27.0,0.0,7,0,0,2020-12-17 17:48:16.112082+00:00
6265,"Red Lake County, Minnesota",us,47.8770338,-96.13456409999999,285,3.0,,3,0,0,2020-12-17 17:45:41.346197+00:00
6266,"Troup County, Georgia",us,33.0698575,-85.02334599999999,4497,127.0,,54,0,0,2020-12-17 17:45:41.346197+00:00
6267,Groaíras,br,-3.918248,-40.3855851,139,2.0,,8,0,0,2020-06-13 00:20:00.165358+00:00
6268,"Union County, Iowa",us,41.0006855,-94.27436279999999,966,13.0,,8,1,0,2020-12-17 17:45:41.346197+00:00
6269,Tomar do Geru,br,-11.3694382,-37.8428174,9,0.0,,1,0,0,2020-06-13 00:20:36.850054+00:00
6270,"Clark County, Ohio",us,39.8912092,-83.67739279999999,7859,150.0,,162,0,0,2020-12-17 17:45:41.346197+00:00
6271,Beverwijk,nl,52.48698419999999,4.6574468,3,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6272,"Sullivan County, Tennessee",us,36.4933147,-82.34518899999999,9080,154.0,0.0,131,4,0,2020-12-17 17:48:16.112082+00:00
6273,"Gem County, Idaho",us,44.0324936,-116.3589245,1312,16.0,,12,1,0,2020-12-17 17:45:41.346197+00:00
6274,"Lewis County, New York",us,43.840112,-75.4344727,617,11.0,,14,0,0,2020-12-17 17:45:41.346197+00:00
6275,"Louisa County, Iowa",us,41.19330009999999,-91.28910359999999,983,23.0,,8,0,0,2020-12-17 17:45:41.346197+00:00
6276,Senador Sá,br,-3.3534255,-40.4665606,150,1.0,,0,0,0,2020-06-13 00:20:30.053737+00:00
6277,Telêmaco Borba,br,-24.3237385,-50.6206959,42,1.0,,2,0,0,2020-06-13 00:20:36.243376+00:00
6278,"Monroe County, Kentucky",us,36.7484915,-85.7256372,865,19.0,,13,1,0,2020-12-17 17:45:41.346197+00:00
6279,Ipojuca,br,-8.4627496,-35.0828588,322,53.0,,6,5,0,2020-06-13 00:20:03.032785+00:00
6280,Três Rios,br,-22.1166313,-43.2099388,307,2.0,,0,0,0,2020-06-13 00:20:37.499581+00:00
6281,Kumamoto,jp,32.8032164,130.7079369,47,3.0,44.0,0,0,0,2020-06-13 00:21:00.696874+00:00
6282,Dom Cavati,br,-19.3755694,-42.1072394,2,0.0,,0,0,0,2020-06-13 00:19:56.534520+00:00
6283,Charqueadas,br,-29.9591788,-51.6288018,18,0.0,,1,0,0,2020-06-13 00:19:51.682431+00:00
6284,"Wood County, Ohio",us,41.34784579999999,-83.67739279999999,7110,130.0,,111,0,0,2020-12-17 17:45:41.346197+00:00
6285,"Sagadahoc County, Maine",us,43.8171265,-69.7825531,256,0.0,,26,0,0,2020-12-17 17:45:41.346197+00:00
6286,"Ballard County, Kentucky",us,37.0359869,-89.0179332,203,2.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
6287,Três Arroios,br,-27.499618,-52.14539689999999,4,0.0,,0,0,0,2020-06-13 00:20:37.316359+00:00
6288,Trindade do Sul,br,-27.5243826,-52.8961061,57,2.0,,0,0,0,2020-06-13 00:20:37.202479+00:00
6289,"Grant County, Minnesota",us,45.9729315,-96.0471362,348,7.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
6290,"Fall River County, South Dakota",us,43.2240279,-103.4511768,412,10.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6291,"Lake County, California",us,39.08396440000001,-122.8084496,1364,21.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6292,Cundinamarca,co,5.026002999999999,-74.0300122,1519,37.0,419.0,92,1,18,2020-06-13 00:20:43.704995+00:00
6293,Ternopil Oblast,ua,49.553517,25.594767,31581,427.0,26702.0,0,0,0,2020-12-18 17:54:56.480561+00:00
6294,Berkelland,nl,52.11350359999999,6.5203603,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6295,Hillingdon,gb,51.5351832,-0.4481378,760,,,0,0,0,2020-05-14 15:01:09+00:00
6296,Monte Azul,br,-15.1523098,-42.8716883,11,0.0,,0,0,0,2020-06-13 00:20:14.101526+00:00
6297,"Muscogee County, Georgia",us,32.4794133,-84.8984775,8432,202.0,,91,0,0,2020-12-17 17:45:41.346197+00:00
6298,"Marion County, Florida",us,29.2787765,-82.12783999999999,15433,430.0,,215,2,0,2020-12-17 17:45:41.346197+00:00
6299,Bagé,br,-31.3284966,-54.092275,75,0.0,,0,0,0,2020-06-13 00:19:43.903234+00:00
6300,"Decatur County, Tennessee",us,35.595087,-88.1291387,1152,17.0,0.0,41,0,0,2020-12-17 17:48:16.112082+00:00
6301,"Hardin County, Iowa",us,42.4285425,-93.17796589999999,1355,22.0,,9,0,0,2020-12-17 17:45:41.346197+00:00
6302,Brunssum,nl,50.9488959,5.972166199999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6303,Hertfordshire,gb,51.80978229999999,-0.2376744,2680,,,0,0,0,2020-05-14 15:01:09+00:00
6304,Divisa Alegre,br,-15.7225332,-41.3466725,5,0.0,,0,0,0,2020-06-13 00:19:56.400893+00:00
6305,"Jenkins County, Georgia",us,32.7781246,-81.9971108,519,34.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
6306,"Limestone County, Alabama",us,34.78000720000001,-86.9423801,5668,50.0,,123,0,0,2020-12-17 17:45:41.346197+00:00
6307,Annaba,dz,36.9264582,7.752535200000001,1530,1530.0,10.0,0,0,0,2020-12-18 17:48:45.257350+00:00
6308,Abadia dos Dourados,br,-18.4871142,-47.402741,5,0.0,,0,0,0,2020-06-13 00:19:40.032044+00:00
6309,Tietê,br,-23.0965971,-47.7166332,25,0.0,,0,0,0,2020-06-13 00:20:36.592008+00:00
6310,Correntes,br,-9.1247703,-36.3281377,19,2.0,,0,0,0,2020-06-13 00:19:53.821565+00:00
6311,Mineiros,br,-17.5624415,-52.5489206,99,0.0,,0,0,0,2020-06-13 00:20:13.307361+00:00
6312,Selvíria,br,-20.3584469,-51.4147392,1,0.0,,0,0,0,2020-06-13 00:20:29.785156+00:00
6313,"Ottawa County, Oklahoma",us,36.7710787,-94.81059549999999,2216,25.0,,25,0,0,2020-12-17 17:45:41.346197+00:00
6314,São Felipe,br,-12.8477643,-39.0889134,2,0.0,,0,0,0,2020-06-13 00:20:32.163402+00:00
6315,São Roque do Canaã,br,-19.7386805,-40.6594438,40,2.0,,0,0,0,2020-06-13 00:20:35.039908+00:00
6316,"Vernon County, Louisiana",us,31.1320009,-93.17796589999999,1799,70.0,,29,0,0,2020-12-17 17:45:41.346197+00:00
6317,"Kent County, Maryland",us,39.2713804,-76.1319953,596,26.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
6318,Periquito,br,-19.0709126,-42.2165112,5,0.0,,0,0,0,2020-06-13 00:20:20.346241+00:00
6319,Leicestershire,gb,52.772571,-1.2052126,1099,,,0,0,0,2020-05-14 15:01:09+00:00
6320,União dos Palmares,br,-9.1610344,-36.0166255,319,15.0,,62,1,0,2020-06-13 00:20:38.454090+00:00
6321,Ponto dos Volantes,br,-16.7538065,-41.5072898,4,0.0,,0,0,0,2020-06-13 00:20:22.446151+00:00
6322,"Berrien County, Michigan",us,42.0320742,-86.7416374,8657,162.0,,45,6,0,2020-12-17 17:45:41.346197+00:00
6323,"Monmouth County, New Jersey",us,40.2589455,-74.12399599999999,26920,959.0,,359,3,0,2020-12-17 17:45:41.346197+00:00
6324,Uruaçu,br,-14.5246488,-49.1468996,33,0.0,,0,0,0,2020-06-13 00:20:38.568847+00:00
6325,Lancashire,gb,53.7632254,-2.7044052,3261,,,0,0,0,2020-05-14 15:01:09+00:00
6326,"Ionia County, Michigan",us,42.9892119,-85.02334599999999,4535,41.0,,27,0,0,2020-12-17 17:45:41.346197+00:00
6327,Grão Pará,br,-28.1855366,-49.2163453,3,1.0,,0,0,0,2020-06-13 00:20:00.198413+00:00
6328,"Benton County, Washington",us,46.3166362,-119.5021582,10286,150.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
6329,"Faulk County, South Dakota",us,45.0827008,-99.1531325,306,10.0,0.0,2,0,0,2020-12-17 17:48:16.112082+00:00
6330,"Wayne County, Missouri",us,37.0388739,-90.52578229999999,599,4.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6331,Caeté,br,-19.8852042,-43.6623819,23,0.0,,4,0,0,2020-06-13 00:19:48.108225+00:00
6332,Marmeleiro,br,-26.1477488,-53.027232,3,0.0,,1,0,0,2020-06-13 00:20:12.230362+00:00
6333,Mamonas,br,-15.0483963,-42.9472519,1,0.0,,0,0,0,2020-06-13 00:20:11.041010+00:00
6334,Bacabal,br,-4.2221443,-44.7855844,1139,11.0,,5,-1,0,2020-06-13 00:19:43.832113+00:00
6335,Andirá,br,-23.047934,-50.2306675,19,0.0,,4,0,0,2020-06-13 00:19:41.826202+00:00
6336,Mogi Guaçu,br,-22.1750684,-47.0972424,223,6.0,,2,0,0,2020-06-13 00:20:13.730536+00:00
6337,Barros Cassal,br,-29.092399,-52.5832935,2,1.0,,0,0,0,2020-06-13 00:19:44.695099+00:00
6338,Dantumadiel,nl,53.2729807,5.985930199999999,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
6339,"Meagher County, Montana",us,46.620195,-110.8848271,110,7.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
6340,Amajari,br,3.6542907,-61.41927800000001,48,3.0,,0,0,0,2020-06-13 00:19:41.411989+00:00
