,location,country_code,latitude,longitude,confirmed,dead,recovered,velocity_confirmed,velocity_dead,velocity_recovered,updated
1062,"Garfield County, Utah",us,37.8400344,-111.2845025,268,7.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1063,"Hawkins County, Tennessee",us,36.4445545,-82.95015579999999,2971,46.0,0.0,81,0,0,2020-12-17 17:48:16.112082+00:00
1064,Chapecó,br,-27.1009343,-52.615699,1064,5.0,,22,0,0,2020-06-13 00:19:51.648853+00:00
1065,"Bernalillo County, New Mexico",us,35.0177854,-106.6291304,36137,460.0,,529,18,0,2020-12-17 17:45:41.346197+00:00
1066,"Gregory County, South Dakota",us,43.1983133,-99.1013498,469,24.0,0.0,5,0,0,2020-12-17 17:48:16.112082+00:00
1067,Faina,br,-15.3656904,-50.265662,1,0.0,,0,0,0,2020-06-13 00:19:57.853846+00:00
1068,Etten-Leur,nl,51.5868855,4.6671384,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1069,Jaqueira,br,-8.7268777,-35.7962222,55,3.0,,8,0,0,2020-06-13 00:20:06.472916+00:00
1070,"Toa Baja County, Puerto Rico",us,18.4305854,-66.22481739999999,1967,0.0,0.0,22,0,0,2020-12-17 17:48:16.112082+00:00
1071,Madalena,br,-4.852037,-39.5746425,118,5.0,,0,0,0,2020-06-13 00:20:10.719290+00:00
1072,"Quitman County, Georgia",us,31.8485969,-84.981754,91,1.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
1073,"Tripp County, South Dakota",us,43.2236446,-99.72326729999999,599,10.0,0.0,1,0,0,2020-12-17 17:48:16.112082+00:00
1074,Dagestan,ru,42.14318859999999,47.0949799,21278,1051.0,18368.0,0,0,0,2020-12-18 17:54:55.077257+00:00
1075,Rorainópolis,br,0.2619011,-60.9540073,219,4.0,,0,0,0,2020-06-13 00:20:26.596303+00:00
1076,Bom Jesus de Goiás,br,-18.203484,-49.733795,5,0.0,,0,0,0,2020-06-13 00:19:45.998961+00:00
1077,São José das Missões,br,-27.7793946,-53.1231112,1,0.0,,0,0,0,2020-06-13 00:20:32.974949+00:00
1078,"Wilcox County, Georgia",us,31.9611759,-83.46435509999999,487,31.0,,33,0,0,2020-12-17 17:45:41.346197+00:00
1079,Amaporã,br,-23.0944592,-52.7867805,18,0.0,,0,0,0,2020-06-13 00:19:41.433020+00:00
1080,Tipaza,dz,36.6178786,2.3912362,1505,1505.0,37.0,0,0,0,2020-12-18 17:48:45.561889+00:00
1081,Bela Vista de Minas,br,-19.8291848,-43.0895584,5,0.0,,2,0,0,2020-06-13 00:19:44.953210+00:00
1082,Halle,de,51.4969802,11.9688029,2164,28.0,,0,0,0,2020-12-17 00:00:00+00:00
1083,Wuqing,cn,39.384119,117.044387,2,0.0,2.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1084,"Lincoln County, South Dakota",us,43.2026862,-96.83509989999999,6265,57.0,0.0,45,0,0,2020-12-17 17:48:16.112082+00:00
1085,"Pershing County, Nevada",us,40.5685952,-118.4863963,312,1.0,,4,0,0,2020-12-17 17:45:41.346197+00:00
1086,"Marshall County, Minnesota",us,48.36535199999999,-96.674424,647,11.0,,6,0,0,2020-12-17 17:45:41.346197+00:00
1087,Limburg-Weilburg,de,50.4333663,8.1815462,2977,34.0,,0,0,0,2020-12-17 00:00:00+00:00
1088,Santa Fé de Goiás,br,-15.769874,-51.09551580000001,1,0.0,,0,0,0,2020-06-13 00:20:27.666643+00:00
1089,"San Juan County, New Mexico",us,36.3882439,-108.2377519,8354,270.0,,89,2,0,2020-12-17 17:45:41.346197+00:00
1090,Addarb,sa,17.7336268,42.2658282,1,0.0,0.0,0,0,0,2020-05-10 16:49:37.352025+00:00
1091,Juatuba,br,-19.9432409,-44.3413985,16,1.0,,2,0,0,2020-06-13 00:20:07.671953+00:00
1092,Brejão,br,-9.0295682,-36.5663644,1,0.0,,0,0,0,2020-06-13 00:19:46.943531+00:00
1093,"Saguache County, Colorado",us,38.0019623,-106.3463791,241,4.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
1094,Big foot area.,cn,42.5483457,-88.5846277,14,0.0,14.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1095,Shiyan,cn,32.629398,110.798266,672,8.0,664.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1096,Primavera do Leste,br,-15.5617496,-54.2961168,228,1.0,,16,0,0,2020-06-13 00:20:24.103856+00:00
1097,Shaoyang,cn,27.23895,111.467674,102,1.0,101.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1098,"Arlington County, Virginia",us,38.8816208,-77.09098089999999,7661,167.0,0.0,67,1,0,2020-12-17 17:48:16.112082+00:00
1099,Balearic Islands,es,39.3587759,2.7356328,1993,218.0,1533.0,0,0,0,2020-05-22 14:18:25.542712+00:00
1100,"Craig County, Virginia",us,37.44658950000001,-80.23213129999999,121,1.0,0.0,2,0,0,2020-12-17 17:48:16.112082+00:00
1101,Dordrecht,nl,51.81329789999999,4.6900929,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1102,Hersfeld-Rotenburg,de,50.8985518,9.739878899999999,1595,34.0,,0,0,0,2020-12-17 00:00:00+00:00
1103,"Greene County, Ohio",us,39.697399,-83.8897057,8235,100.0,,159,3,0,2020-12-17 17:45:41.346197+00:00
1104,Turuba,sa,21.2075957,41.62114,21,0.0,1.0,0,0,0,2020-07-01 06:48:20.229781+00:00
1105,"Hart County, Kentucky",us,37.3101304,-85.84862360000001,1149,8.0,,3,0,0,2020-12-17 17:45:41.346197+00:00
1106,"Jim Wells County, Texas",us,27.7841718,-98.04651849999999,2431,60.0,0.0,14,0,0,2020-12-17 17:48:16.112082+00:00
1107,Pedro Alexandre,br,-10.0124333,-37.8935211,1,0.0,,0,0,0,2020-06-13 00:20:19.900466+00:00
1108,Belo Vale,br,-20.4092651,-44.02573960000001,2,1.0,,0,0,0,2020-06-13 00:19:45.145221+00:00
1109,"Sitka County, Alaska",us,57.0530556,-135.33,249,0.0,0.0,2,0,0,2020-12-17 17:48:16.112082+00:00
1110,Rosário do Catete,br,-10.6975409,-37.0343385,24,1.0,,0,0,0,2020-06-13 00:20:26.648875+00:00
1111,"Cattaraugus County, New York",us,42.2318132,-78.74762079999999,1905,29.0,,37,0,0,2020-12-17 17:45:41.346197+00:00
1112,Haut-Rhin,fr,47.9315041,7.2441099,5251,976.0,3912.0,0,0,0,2020-12-18 17:53:12.016387+00:00
1113,Espumoso,br,-28.7245183,-52.8444231,14,1.0,,1,0,0,2020-06-13 00:19:57.550077+00:00
1114,Addirah,sa,24.7481198,46.5363345,1,0.0,0.0,0,0,0,2020-05-08 18:49:21.028110+00:00
1115,Carrancas,br,-21.4899717,-44.6453592,1,0.0,,0,0,0,2020-06-13 00:19:50.678227+00:00
1116,"Hernando County, Florida",us,28.5578826,-82.4752757,6267,250.0,,90,1,0,2020-12-17 17:45:41.346197+00:00
1117,Paulistânia,br,-22.5756178,-49.4030497,3,0.0,,0,0,0,2020-06-13 00:20:19.557038+00:00
1118,Pontes e Lacerda,br,-15.2334749,-59.3285193,81,6.0,,0,0,0,2020-06-13 00:20:22.399763+00:00
1119,"Mahaska County, Iowa",us,41.32958800000001,-92.6983868,1515,32.0,,16,0,0,2020-12-17 17:45:41.346197+00:00
1120,Alto Garças,br,-16.9479959,-53.52814799999999,7,0.0,,0,0,0,2020-06-13 00:19:41.132405+00:00
1121,Mahd Al Dhahab,sa,23.50074,40.86425,6,0.0,0.0,0,0,0,2020-05-10 16:49:37.104962+00:00
1122,Umluj,sa,25.0500064,37.2651084,13,0.0,0.0,0,0,0,2020-05-10 16:49:37.336578+00:00
1123,Amaraji,br,-8.3748772,-35.4551341,74,11.0,,0,0,0,2020-06-13 00:19:41.471316+00:00
1124,Bocaina de Minas,br,-22.167531,-44.39471270000001,2,0.0,,0,0,0,2020-06-13 00:19:45.764810+00:00
1125,Porto Firme,br,-20.6717428,-43.08902,4,0.0,,0,0,0,2020-06-13 00:20:22.824276+00:00
1126,"Wabash County, Illinois",us,38.4226484,-87.8156715,914,10.0,,27,1,0,2020-12-17 17:45:41.346197+00:00
1127,Braúnas,br,-19.0576546,-42.7188384,0,0.0,,0,0,0,2020-06-13 00:19:46.786953+00:00
1128,Cajazeiras do Piauí,br,-6.7942594,-42.3937539,1,0.0,,0,0,0,2020-06-13 00:19:48.351434+00:00
1129,Hidalgo,mx,20.0910963,-98.7623874,16516,2392.0,10321.0,0,0,0,2020-12-18 17:48:42.623876+00:00
1130,São Félix do Tocantins,br,-11.56357,-50.67034899999999,0,0.0,,0,0,0,2020-06-13 00:20:32.468858+00:00
1131,Candói,br,-25.4675864,-51.9368545,4,0.0,,0,0,0,2020-06-13 00:19:49.463773+00:00
1132,Caranaíba,br,-20.8745625,-43.7375912,3,0.0,,0,0,0,2020-06-13 00:19:50.095829+00:00
1133,Rottweil,de,48.1652577,8.628453,2863,68.0,,0,0,0,2020-12-17 00:00:00+00:00
1134,"Izard County, Arkansas",us,36.1610924,-91.9099238,1117,8.0,,20,1,0,2020-12-17 17:45:41.346197+00:00
1135,Enschede,nl,52.2215372,6.8936619,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1136,"Yolo County, California",us,38.7646021,-121.9017954,6649,99.0,,118,1,0,2020-12-17 17:45:41.346197+00:00
1137,Araricá,br,-29.6164702,-50.9281662,2,0.0,,0,0,0,2020-06-13 00:19:42.857289+00:00
1138,"Madison County, Virginia",us,38.436934,-78.24761459999999,249,4.0,0.0,10,0,0,2020-12-17 17:48:16.112082+00:00
1139,Primavera de Rondônia,br,-11.8302278,-61.31928989999999,5,0.0,,0,0,0,2020-06-13 00:20:24.091039+00:00
1140,"Saline County, Missouri",us,39.1943564,-93.17796589999999,1828,16.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1141,Salgueiro,br,-8.072506599999999,-39.1268089,109,9.0,,1,0,0,2020-06-13 00:20:26.960435+00:00
1142,"Major County, Oklahoma",us,36.3479671,-98.5281613,632,4.0,,3,0,0,2020-12-17 17:45:41.346197+00:00
1143,Nicolau Vergueiro,br,-28.5371016,-52.4643698,2,0.0,,0,0,0,2020-06-13 00:20:15.499833+00:00
1144,Talismã,br,-12.7971215,-49.0908212,6,0.0,,0,0,0,2020-06-13 00:20:35.698859+00:00
1145,"Preble County, Ohio",us,39.7778251,-84.68974949999999,2372,27.0,,41,1,0,2020-12-17 17:45:41.346197+00:00
1146,"Fulton County, Arkansas",us,36.3797374,-91.7928402,715,18.0,,32,0,0,2020-12-17 17:45:41.346197+00:00
1147,Olst-Wijhe,nl,52.3518964,6.1270756,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1148,"Johnson County, Arkansas",us,35.6026275,-93.5003454,1555,16.0,,34,1,0,2020-12-17 17:45:41.346197+00:00
1149,Crixás,br,-14.5330896,-49.960644,5,0.0,,0,0,0,2020-06-13 00:19:54.468406+00:00
1150,Longevity zone.,cn,22.2818572,114.1593819,22,0.0,22.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1151,Catas Altas da Noruega,br,-20.6902019,-43.49909419999999,11,0.0,,0,0,0,2020-06-13 00:19:51.009189+00:00
1152,"Little River County, Arkansas",us,33.6808926,-94.19234000000002,716,37.0,,6,0,0,2020-12-17 17:45:41.346197+00:00
1153,"Franklin County, Massachusetts",us,42.530599,-72.61511689999999,1075,81.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
1154,"Guayama County, Puerto Rico",us,17.9841328,-66.1137767,364,0.0,0.0,2,0,0,2020-12-17 17:48:16.112082+00:00
1155,Victor Graeff,br,-28.5604603,-52.7496163,4,0.0,,0,0,0,2020-06-13 00:20:39.411168+00:00
1156,Taipas do Tocantins,br,-12.26464,-47.166641,0,0.0,,0,0,0,2020-06-11 22:49:10.084355+00:00
1157,"Meigs County, Ohio",us,39.0874307,-81.9971108,702,14.0,,18,1,0,2020-12-17 17:45:41.346197+00:00
1158,"Yuma County, Arizona",us,32.6527533,-113.9536466,23550,448.0,,40,13,0,2020-12-17 17:45:41.346197+00:00
1159,Carmo do Cajuru,br,-20.1847658,-44.7714629,53,2.0,,0,0,0,2020-06-13 00:19:50.498827+00:00
1160,"Dooly County, Georgia",us,32.1593447,-83.804868,593,24.0,,4,0,0,2020-12-17 17:45:41.346197+00:00
1161,Santa Luzia do Itanhy,br,-11.3660246,-37.4894776,10,0.0,,1,0,0,2020-06-13 00:20:27.934803+00:00
1162,"Saline County, Arkansas",us,34.5708215,-92.539603,6485,82.0,,112,-1,0,2020-12-17 17:45:41.346197+00:00
1163,"Lincoln County, Maine",us,44.108282,-69.511031,213,2.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
1164,Brasiléia,br,-11.0128971,-68.7418934,167,5.0,,0,0,0,2020-06-13 00:19:46.676790+00:00
1165,Umbaúba,br,-11.3809871,-37.662539,127,6.0,,9,0,0,2020-06-13 00:20:38.301544+00:00
1166,"Santa Cruz County, California",us,37.0453988,-121.9579578,6536,64.0,,175,0,0,2020-12-17 17:45:41.346197+00:00
1167,"Jefferson Davis County, Mississippi",us,31.58252809999999,-89.81303559999999,685,21.0,,5,0,0,2020-12-17 17:45:41.346197+00:00
1168,"Towner County, North Dakota",us,48.7485974,-99.2761104,249,10.0,,6,1,0,2020-12-17 17:45:41.346197+00:00
1169,Tupirama,br,-8.9720858,-48.1887507,0,0.0,,0,0,0,2020-06-11 22:49:12.424168+00:00
1170,Tangará,br,-14.6197551,-57.4875207,4,1.0,,0,0,0,2020-06-13 00:20:35.791924+00:00
1171,"Reeves County, Texas",us,31.4307975,-103.7289167,1392,25.0,0.0,9,1,0,2020-12-17 17:48:16.112082+00:00
1172,"Walla Walla County, Washington",us,46.23698419999999,-118.5854769,2752,29.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
1173,Guanajuato,mx,21.0190145,-101.2573586,51625,3546.0,41308.0,0,0,0,2020-12-18 17:48:42.442543+00:00
1174,Porto Alegre do Tocantins,br,-11.6183977,-47.06254759999999,0,0.0,,0,0,0,2020-06-13 00:20:22.705890+00:00
1175,Dongen,nl,51.62870969999999,4.9382385,1,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1176,"Newton County, Mississippi",us,32.4440058,-89.1705998,1369,32.0,,20,0,0,2020-12-17 17:45:41.346197+00:00
1177,Agudos do Sul,br,-25.9881964,-49.3347828,14,0.0,,0,0,0,2020-06-13 00:19:40.458618+00:00
1178,Bom Jardim de Goiás,br,-16.2047507,-52.1738535,1,0.0,,0,0,0,2020-06-13 00:19:45.923000+00:00
1179,Cacimbinhas,br,-9.401888399999999,-36.9913009,25,2.0,,0,0,0,2020-06-13 00:19:48.017452+00:00
1180,Caçu,br,-18.5598375,-51.1332643,33,0.0,,0,0,0,2020-06-13 00:19:51.232071+00:00
1181,Lajedo do Tabocal,br,-13.4754413,-40.2242435,6,0.0,,0,0,0,2020-06-13 00:20:09.156595+00:00
1182,Colniza,br,-9.411065899999999,-59.02355319999999,2,0.0,,0,0,0,2020-06-13 00:19:52.451853+00:00
1183,Cruzmaltina,br,-23.9918948,-51.4446034,0,0.0,,0,0,0,2020-06-13 00:19:54.745189+00:00
1184,Curralinho,br,-1.8121545,-49.79566080000001,105,4.0,,0,0,0,2020-06-13 00:19:55.241350+00:00
1185,Floriano,br,-6.7769216,-43.0226305,97,4.0,,0,0,0,2020-06-13 00:19:58.434916+00:00
1186,Itabuna,br,-14.7916229,-39.2833243,1307,35.0,,57,1,0,2020-06-13 00:20:03.665536+00:00
1187,Jaborá,br,-27.1720459,-51.7377134,13,0.0,,0,0,0,2020-06-13 00:20:05.663256+00:00
1188,Santa Luzia do Paruá,br,-2.5470122,-45.7749223,137,0.0,,0,0,0,2020-06-13 00:20:27.956336+00:00
1189,"Ohio County, Indiana",us,38.9417259,-84.9609464,307,7.0,,4,0,0,2020-12-17 17:45:41.346197+00:00
1190,"Sweetwater County, Wyoming",us,41.8519395,-109.1880047,2649,15.0,0.0,75,0,0,2020-12-17 17:48:16.112082+00:00
1191,Paraipaba,br,-3.4376591,-39.1481949,255,17.0,,4,-2,0,2020-06-13 00:20:18.496394+00:00
1192,"Aguadilla County, Puerto Rico",us,18.4432196,-67.1414748,653,0.0,0.0,12,0,0,2020-12-17 17:48:16.112082+00:00
1193,Capelinha,br,-17.6929945,-42.5172107,0,0.0,,0,0,0,2020-06-13 00:19:49.775168+00:00
1194,Santa Maria Madalena,br,-21.9613802,-42.0076409,10,0.0,,0,0,0,2020-06-13 00:20:28.060725+00:00
1195,Helmstedt,de,52.22896600000001,11.009544,583,6.0,,0,0,0,2020-12-17 00:00:00+00:00
1196,Coari,br,-4.0912758,-63.1483401,2231,64.0,,0,0,0,2020-06-13 00:19:52.115350+00:00
1197,"Sevier County, Utah",us,38.7333524,-111.6660725,1112,6.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1198,Assen,nl,52.992753,6.5642284,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1199,"Holmes County, Ohio",us,40.5540928,-81.909826,1796,48.0,,21,0,0,2020-12-17 17:45:41.346197+00:00
1200,Yaroslavl Oblast,ru,57.8991523,38.8388633,19637,130.0,18389.0,0,0,0,2020-12-18 17:54:55.077257+00:00
1201,"Kennebec County, Maine",us,44.4499153,-69.7038278,1330,20.0,,44,1,0,2020-12-17 17:45:41.346197+00:00
1202,Hidrolina,br,-14.7471337,-49.3247147,3,0.0,,0,0,0,2020-06-13 00:20:01.072334+00:00
1203,"Rapides County, Louisiana",us,31.1461104,-92.539603,7348,204.0,,46,1,0,2020-12-17 17:45:41.346197+00:00
1204,Conselheiro Mairinck,br,-23.6268637,-50.17127869999999,13,0.0,,2,0,0,2020-06-13 00:19:53.182659+00:00
1205,Drechterland,nl,52.6533067,5.1835889,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1206,Itaí,br,-23.4217742,-49.0924714,12,0.0,,0,0,0,2020-06-13 00:20:05.084372+00:00
1207,Caldas,br,-21.8710942,-46.400872,14,0.0,,0,0,0,2020-06-13 00:19:48.456735+00:00
1208,Vilhena,br,-12.0416685,-60.1184797,201,2.0,,0,0,0,2020-06-13 00:20:39.612698+00:00
1209,Ar Rayth,sa,17.540291,42.788441,5,0.0,4.0,0,0,0,2020-07-01 06:48:20.241220+00:00
1210,Sonora,mx,29.2972247,-110.3308814,39159,3187.0,32028.0,0,0,0,2020-12-18 17:48:42.451651+00:00
1211,Gironde,fr,44.84966499999999,-0.4502368,3219,427.0,2406.0,0,0,0,2020-12-18 17:53:11.964478+00:00
1212,Poções,br,-14.5251647,-40.3647818,24,0.0,,3,0,0,2020-06-13 00:20:23.473932+00:00
1213,Salto Grande,br,-22.8902611,-49.9841708,5,0.0,,2,0,0,2020-06-13 00:20:27.056841+00:00
1214,Souk Ahras,dz,36.2695872,7.948389799999999,487,487.0,7.0,0,0,0,2020-12-18 17:48:45.554424+00:00
1215,"White County, Arkansas",us,35.2900612,-91.7538817,3835,65.0,,104,0,0,2020-12-17 17:45:41.346197+00:00
1216,Xinyu,cn,27.817808,114.917346,129,0.0,129.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1217,Cardoso Moreira,br,-21.48509,-41.616893,28,0.0,,0,0,0,2020-06-13 00:19:50.278409+00:00
1218,Presidente Castelo Branco,br,-23.2787073,-52.1540529,1,0.0,,0,0,0,2020-06-13 00:20:23.797294+00:00
1219,Tucuruí,br,-3.7670371,-49.6702126,746,63.0,,0,0,0,2020-06-13 00:20:37.603104+00:00
1220,Itaguaru,br,-15.7620044,-49.6327876,2,0.0,,0,0,0,2020-06-13 00:20:03.822051+00:00
1221,Pugmil,br,-10.4253261,-48.89807829999999,6,0.0,,0,0,0,2020-06-13 00:20:24.273777+00:00
1222,"Brantley County, Georgia",us,31.1510963,-81.9971108,919,19.0,,7,0,0,2020-12-17 17:45:41.346197+00:00
1223,Enéas Marques,br,-25.9435198,-53.1637503,1,0.0,,0,0,0,2020-06-13 00:19:57.297177+00:00
1224,"Lyon County, Iowa",us,43.3954333,-96.15269850000001,1176,21.0,,24,0,0,2020-12-17 17:45:41.346197+00:00
1225,São Domingos do Azeitão,br,-6.8125268,-44.6438332,31,0.0,,0,0,0,2020-06-13 00:20:32.030472+00:00
1226,Huánuco,pe,-9.920764799999999,-76.2410843,1363,,,76,0,0,2020-06-13 00:20:42.901916+00:00
1227,"Norton County, Kansas",us,39.7959566,-99.99122539999999,1193,24.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1228,"Providence County, Rhode Island",us,41.8881582,-71.4774291,51871,1186.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1229,Abre Campo,br,-20.3001336,-42.4747054,5,0.0,,0,0,0,2020-06-13 00:19:40.152565+00:00
1230,"Elk County, Kansas",us,37.3936365,-96.15269850000001,84,0.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1231,São Luís de Montes Belos,br,-16.521513,-50.3730843,15,0.0,,0,0,0,2020-06-13 00:20:34.342085+00:00
1232,Júlio Mesquita,br,-22.0112914,-49.7894091,1,0.0,,0,0,0,2020-06-13 00:20:08.325310+00:00
1233,Bossoroca,br,-28.731271,-54.90268649999999,2,0.0,,0,0,0,2020-06-13 00:19:46.512662+00:00
1234,Goioerê,br,-24.1860226,-53.0276879,9,0.0,,0,0,0,2020-06-13 00:19:59.790460+00:00
1235,"Reno County, Kansas",us,37.9569553,-98.04651849999999,6377,81.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1236,"Livingston County, New York",us,42.7576923,-77.8367282,1270,20.0,,64,0,0,2020-12-17 17:45:41.346197+00:00
1237,"Buffalo County, South Dakota",us,44.0976225,-99.2785583,404,10.0,0.0,1,0,0,2020-12-17 17:48:16.112082+00:00
1238,"Cochran County, Texas",us,33.5643803,-102.8975098,190,5.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
1239,Goiânia,br,-16.6868982,-49.2648114,2818,82.0,,0,0,0,2020-06-13 00:19:59.823445+00:00
1240,"San Juan County, Washington",us,48.61180350000001,-122.9602621,74,0.0,0.0,0,0,0,2020-12-17 17:48:16.112082+00:00
1241,Santa Maria da Vitória,br,-13.3855106,-44.20199789999999,2,0.0,,0,0,0,2020-06-13 00:20:28.092396+00:00
1242,Bela Vista do Toldo,br,-26.3198418,-50.4721736,1,0.0,,0,0,0,2020-06-13 00:19:44.997103+00:00
1243,Caldeirão Grande do Piauí,br,-7.3318099,-40.6369643,4,0.0,,0,0,0,2020-06-13 00:19:48.478259+00:00
1244,"Alcona County, Michigan",us,44.6727944,-83.60223979999999,310,12.0,,6,1,0,2020-12-17 17:45:41.346197+00:00
1245,Brazópolis,br,-22.473871,-45.6179988,8,0.0,,0,0,0,2020-06-13 00:19:46.741980+00:00
1246,"Oconee County, South Carolina",us,34.74924500000001,-82.99316069999999,4353,53.0,0.0,79,0,0,2020-12-17 17:48:16.112082+00:00
1247,"Southampton County, Virginia",us,36.6788512,-77.10249019999999,1071,40.0,0.0,5,0,0,2020-12-17 17:48:16.112082+00:00
1248,"Clark County, Arkansas",us,34.0232374,-93.17796589999999,1150,16.0,,23,0,0,2020-12-17 17:45:41.346197+00:00
1249,"Lee County, Arkansas",us,34.7712669,-90.8294002,1357,20.0,,17,0,0,2020-12-17 17:45:41.346197+00:00
1250,"Monroe County, Arkansas",us,34.5918747,-91.13530200000001,393,5.0,,13,0,0,2020-12-17 17:45:41.346197+00:00
1251,"Sawyer County, Wisconsin",us,45.8220169,-91.16858859999999,1101,9.0,0.0,11,0,0,2020-12-17 17:48:16.112082+00:00
1252,Guarapari,br,-20.6741197,-40.4997382,479,20.0,,13,1,0,2020-06-13 00:20:00.627325+00:00
1253,Costa Rica,br,-18.5305058,-53.1437427,10,0.0,,0,0,0,2020-06-13 00:19:54.041195+00:00
1254,"Weston County, Wyoming",us,43.9270224,-104.4723301,438,2.0,0.0,2,0,0,2020-12-17 17:48:16.112082+00:00
1255,Craíbas,br,-9.6177297,-36.7667073,127,1.0,,15,0,0,2020-06-13 00:19:54.250083+00:00
1256,Reading,gb,51.4542645,-0.9781303,547,,,0,0,0,2020-05-14 15:01:09+00:00
1257,Itaú,br,-23.4784075,-46.58260509999999,13,0.0,,0,0,0,2020-06-13 00:20:05.141678+00:00
1258,Canary Islands,es,28.2915637,-16.6291304,2294,153.0,1537.0,0,0,0,2020-05-22 14:18:25.542712+00:00
1259,Yuzhong District,cn,29.552736,106.568896,20,0.0,20.0,0,0,0,2020-12-18 17:54:48.508171+00:00
1260,Cunhataí,br,-26.9714081,-53.0899861,7,0.0,,0,0,0,2020-06-13 00:19:54.986883+00:00
1261,"Weld County, Colorado",us,40.3920718,-104.7158226,18053,248.0,,163,-5,0,2020-12-17 17:45:41.346197+00:00
1262,Al 'aridah,sa,17.05,43.08,14,0.0,1.0,0,0,0,2020-05-16 19:48:19.980267+00:00
1263,"Grady County, Georgia",us,30.9050079,-84.2278796,1138,32.0,,13,0,0,2020-12-17 17:45:41.346197+00:00
1264,Baarle-Nassau,nl,51.4451366,4.9295231,0,0.0,,0,0,0,2020-12-13 18:03:44.697940+00:00
1265,"Butte County, Idaho",us,43.6448198,-113.1841378,147,0.0,,0,0,0,2020-12-17 17:45:41.346197+00:00
1266,Dona Emma,br,-26.9864675,-49.7243368,4,0.0,,0,0,0,2020-06-13 00:19:56.667404+00:00
1267,"Mercer County, Illinois",us,41.1985037,-90.6773046,990,23.0,,16,1,0,2020-12-17 17:45:41.346197+00:00
1268,"Geary County, Kansas",us,38.9984685,-96.79223549999999,1477,7.0,,0,0,0,2020-12-18 17:45:39.083225+00:00
1269,Poço Fundo,br,-21.777416,-45.9677701,8,0.0,,6,0,0,2020-06-13 00:20:23.353290+00:00
1270,"Saline County, Kansas",us,38.8174853,-97.69822719999999,3521,46.0,,0,0,0,2020-12-17 17:45:41.346197+00:00
1271,"Catahoula County, Louisiana",us,31.7053083,-91.9099238,743,19.0,,9,0,0,2020-12-17 17:45:41.346197+00:00
1272,Equador,br,-6.8757534,-36.6741487,5,0.0,,0,0,0,2020-06-13 00:19:57.318424+00:00
1273,Ulianópolis,br,-3.7502472,-47.501107,270,10.0,,0,0,0,2020-06-13 00:20:38.241377+00:00
1274,Gongogi,br,-14.32554,-39.46716199999999,17,2.0,,1,0,0,2020-06-13 00:19:59.834172+00:00
1275,"Houghton County, Michigan",us,47.1211215,-88.5694012,1898,23.0,,11,0,0,2020-12-17 17:45:41.346197+00:00
1276,Barra dos Coqueiros,br,-10.9136791,-37.0292986,228,1.0,,6,0,0,2020-06-13 00:19:44.477324+00:00
1277,Britânia,br,-15.2460279,-51.1647523,2,0.0,,0,0,0,2020-06-13 00:19:46.989157+00:00
1278,Guapiara,br,-24.1896991,-48.5300136,8,3.0,,0,0,0,2020-06-13 00:20:00.362768+00:00
1279,São José de Ubá,br,-21.3593171,-41.9394446,67,0.0,,0,0,0,2020-06-13 00:20:33.062729+00:00
1280,Caturaí,br,-16.447704,-49.4925279,1,0.0,,0,0,0,2020-06-13 00:19:51.101644+00:00
1281,"Golden Valley County, Montana",us,46.3709324,-109.1743851,37,0.0,,1,0,0,2020-12-17 17:45:41.346197+00:00
1282,"Beaufort County, North Carolina",us,35.4613504,-76.91820969999999,2097,58.0,,29,0,0,2020-12-17 17:45:41.346197+00:00
1283,Quatro Irmãos,br,-27.821799,-52.4397357,1,0.0,,0,0,0,2020-06-13 00:20:24.444078+00:00
1284,Herculândia,br,-22.0043951,-50.3870741,15,0.0,,0,0,0,2020-06-13 00:20:01.049397+00:00
1285,"Moore County, North Carolina",us,35.3674493,-79.4703885,4032,72.0,,58,0,0,2020-12-17 17:45:41.346197+00:00
